StoreKey,Order Date,Delivery Date,Delivery Time(Days)
0,43057,26-11-2017,8
0,43057,26-11-2017,8
0,43057,20-11-2017,2
0,43057,20-11-2017,2
0,43057,20-11-2017,2
0,43059,26-11-2017,6
0,43059,26-11-2017,6
0,43059,23-11-2017,3
0,43059,23-11-2017,3
0,43059,23-11-2017,3
0,43059,23-11-2017,3
0,43060,23-11-2017,2
0,43060,23-11-2017,2
0,43060,23-11-2017,2
0,43061,28-11-2017,6
0,43061,28-11-2017,6
0,43061,28-11-2017,6
0,43062,25-11-2017,2
0,43062,25-11-2017,2
0,43062,25-11-2017,2
0,43062,03-12-2017,10
0,43062,03-12-2017,10
0,43062,25-11-2017,2
0,43062,25-11-2017,2
0,43062,25-11-2017,2
0,43062,25-11-2017,2
0,43062,25-11-2017,2
0,43062,25-11-2017,2
0,43062,25-11-2017,2
0,43063,02-12-2017,8
0,43063,02-12-2017,8
0,43063,27-11-2017,3
0,43064,30-11-2017,5
0,43064,30-11-2017,5
0,43064,29-11-2017,4
0,43064,29-11-2017,4
0,43064,29-11-2017,4
0,43064,29-11-2017,4
0,43064,29-11-2017,4
0,43064,29-11-2017,4
0,43064,29-11-2017,4
0,43064,01-12-2017,6
0,43064,01-12-2017,6
0,43064,01-12-2017,6
0,43066,30-11-2017,3
0,43066,05-12-2017,8
0,43067,05-12-2017,7
0,43067,05-12-2017,7
0,43067,05-12-2017,7
0,43067,05-12-2017,7
0,43067,04-12-2017,6
0,43067,04-12-2017,6
0,43067,04-12-2017,6
0,43068,06-12-2017,7
0,43068,06-12-2017,7
0,43068,06-12-2017,7
0,43068,06-12-2017,7
0,43068,06-12-2017,7
0,43069,04-12-2017,4
0,43069,02-12-2017,2
0,43069,04-12-2017,4
0,43069,04-12-2017,4
0,43069,04-12-2017,4
0,43070,06-12-2017,5
0,43070,06-12-2017,5
0,43070,06-12-2017,5
0,43070,06-12-2017,5
0,43070,06-12-2017,5
0,43070,06-12-2017,5
0,43070,06-12-2017,5
0,43070,06-12-2017,5
0,43070,06-12-2017,5
0,43070,06-12-2017,5
0,43073,10-12-2017,6
0,43074,14-12-2017,9
0,43075,11-12-2017,5
0,43075,11-12-2017,5
0,43075,11-12-2017,5
0,43075,12-12-2017,6
0,43075,10-12-2017,4
0,43075,10-12-2017,4
0,43076,10-12-2017,3
0,43076,13-12-2017,6
0,43076,14-12-2017,7
0,43076,14-12-2017,7
0,43076,14-12-2017,7
0,43076,11-12-2017,4
0,43076,11-12-2017,4
0,43077,12-12-2017,4
0,43077,13-12-2017,5
0,43077,15-12-2017,7
0,43078,14-12-2017,5
0,43078,14-12-2017,5
0,43078,14-12-2017,5
0,43078,13-12-2017,4
0,43078,13-12-2017,4
0,43078,13-12-2017,4
0,43078,13-12-2017,4
0,43078,13-12-2017,4
0,43078,14-12-2017,5
0,43078,14-12-2017,5
0,43078,14-12-2017,5
0,43078,14-12-2017,5
0,43078,14-12-2017,5
0,43078,14-12-2017,5
0,43078,14-12-2017,5
0,43078,17-12-2017,8
0,43078,17-12-2017,8
0,43080,14-12-2017,3
0,43080,14-12-2017,3
0,43080,14-12-2017,3
0,43080,14-12-2017,3
0,43080,19-12-2017,8
0,43080,19-12-2017,8
0,43081,15-12-2017,3
0,43081,15-12-2017,3
0,43081,16-12-2017,4
0,43081,16-12-2017,4
0,43081,16-12-2017,4
0,43081,16-12-2017,4
0,43081,16-12-2017,4
0,43082,16-12-2017,3
0,43082,17-12-2017,4
0,43082,17-12-2017,4
0,43082,16-12-2017,3
0,43082,16-12-2017,3
0,43082,16-12-2017,3
0,43082,19-12-2017,6
0,43082,19-12-2017,6
0,43082,19-12-2017,6
0,43082,19-12-2017,6
0,43082,19-12-2017,6
0,43083,19-12-2017,5
0,43083,19-12-2017,5
0,43083,19-12-2017,5
0,43083,17-12-2017,3
0,43083,17-12-2017,3
0,43083,18-12-2017,4
0,43083,18-12-2017,4
0,43083,18-12-2017,4
0,43083,18-12-2017,4
0,43083,15-12-2017,1
0,43083,15-12-2017,1
0,43083,15-12-2017,1
0,43083,15-12-2017,1
0,43083,15-12-2017,1
0,43083,20-12-2017,6
0,43083,20-12-2017,6
0,43083,17-12-2017,3
0,43083,17-12-2017,3
0,43084,21-12-2017,6
0,43084,21-12-2017,6
0,43084,21-12-2017,6
0,43084,21-12-2017,6
0,43084,19-12-2017,4
0,43084,21-12-2017,6
0,43084,21-12-2017,6
0,43085,18-12-2017,2
0,43085,18-12-2017,2
0,43085,19-12-2017,3
0,43085,19-12-2017,3
0,43085,22-12-2017,6
0,43085,22-12-2017,6
0,43085,22-12-2017,6
0,43085,22-12-2017,6
0,43085,21-12-2017,5
0,43085,18-12-2017,2
0,43085,18-12-2017,2
0,43085,22-12-2017,6
0,43085,22-12-2017,6
0,43086,20-12-2017,3
0,43086,20-12-2017,3
0,43086,20-12-2017,3
0,43086,20-12-2017,3
0,43086,22-12-2017,5
0,43086,22-12-2017,5
0,43086,22-12-2017,5
0,43087,25-12-2017,7
0,43087,25-12-2017,7
0,43088,23-12-2017,4
0,43088,23-12-2017,4
0,43088,23-12-2017,4
0,43088,22-12-2017,3
0,43088,22-12-2017,3
0,43088,22-12-2017,3
0,43088,22-12-2017,3
0,43088,22-12-2017,3
0,43088,22-12-2017,3
0,43088,26-12-2017,7
0,43088,26-12-2017,7
0,43088,26-12-2017,7
0,43088,21-12-2017,2
0,43088,21-12-2017,2
0,43089,22-12-2017,2
0,43089,22-12-2017,2
0,43089,22-12-2017,2
0,43089,29-12-2017,9
0,43089,23-12-2017,3
0,43089,25-12-2017,5
0,43089,25-12-2017,5
0,43089,25-12-2017,5
0,43089,23-12-2017,3
0,43089,23-12-2017,3
0,43089,23-12-2017,3
0,43089,23-12-2017,3
0,43089,25-12-2017,5
0,43089,25-12-2017,5
0,43089,25-12-2017,5
0,43089,25-12-2017,5
0,43089,25-12-2017,5
0,43089,25-12-2017,5
0,43089,24-12-2017,4
0,43089,24-12-2017,4
0,43089,24-12-2017,4
0,43089,24-12-2017,4
0,43090,23-12-2017,2
0,43090,25-12-2017,4
0,43090,27-12-2017,6
0,43090,27-12-2017,6
0,43090,27-12-2017,6
0,43090,25-12-2017,4
0,43090,24-12-2017,3
0,43090,31-12-2017,10
0,43090,27-12-2017,6
0,43090,27-12-2017,6
0,43090,27-12-2017,6
0,43090,28-12-2017,7
0,43090,28-12-2017,7
0,43091,29-12-2017,7
0,43091,29-12-2017,7
0,43091,29-12-2017,7
0,43091,28-12-2017,6
0,43091,28-12-2017,6
0,43091,28-12-2017,6
0,43091,28-12-2017,6
0,43092,27-12-2017,4
0,43092,26-12-2017,3
0,43092,26-12-2017,3
0,43092,26-12-2017,3
0,43092,24-12-2017,1
0,43092,24-12-2017,1
0,43092,27-12-2017,4
0,43092,27-12-2017,4
0,43092,27-12-2017,4
0,43092,24-12-2017,1
0,43092,24-12-2017,1
0,43092,31-12-2017,8
0,43092,31-12-2017,8
0,43092,30-12-2017,7
0,43092,26-12-2017,3
0,43092,28-12-2017,5
0,43092,28-12-2017,5
0,43092,28-12-2017,5
0,43092,28-12-2017,5
0,43092,28-12-2017,5
0,43092,28-12-2017,5
0,43092,28-12-2017,5
0,43092,28-12-2017,5
0,43092,28-12-2017,5
0,43092,28-12-2017,5
0,43092,28-12-2017,5
0,43092,28-12-2017,5
0,43092,30-12-2017,7
0,43092,29-12-2017,6
0,43092,29-12-2017,6
0,43092,29-12-2017,6
0,43092,26-12-2017,3
0,43092,26-12-2017,3
0,43092,26-12-2017,3
0,43094,30-12-2017,5
0,43094,30-12-2017,5
0,43094,29-12-2017,4
0,43095,29-12-2017,3
0,43095,29-12-2017,3
0,43095,29-12-2017,3
0,43095,29-12-2017,3
0,43095,29-12-2017,3
0,43095,29-12-2017,3
0,43095,31-12-2017,5
0,43095,31-12-2017,5
0,43095,31-12-2017,5
0,43095,01-01-2018,6
0,43095,01-01-2018,6
0,43095,01-01-2018,6
0,43095,01-01-2018,6
0,43095,01-01-2018,6
0,43095,29-12-2017,3
0,43095,29-12-2017,3
0,43096,30-12-2017,3
0,43096,30-12-2017,3
0,43096,30-12-2017,3
0,43096,28-12-2017,1
0,43096,02-01-2018,6
0,43096,07-01-2018,11
0,43096,07-01-2018,11
0,43097,01-01-2018,4
0,43097,02-01-2018,5
0,43097,03-01-2018,6
0,43097,03-01-2018,6
0,43097,02-01-2018,5
0,43097,02-01-2018,5
0,43097,02-01-2018,5
0,43097,02-01-2018,5
0,43097,02-01-2018,5
0,43097,02-01-2018,5
0,43097,05-01-2018,8
0,43097,05-01-2018,8
0,43097,05-01-2018,8
0,43098,01-01-2018,3
0,43098,01-01-2018,3
0,43098,03-01-2018,5
0,43098,04-01-2018,6
0,43098,01-01-2018,3
0,43099,02-01-2018,3
0,43099,02-01-2018,3
0,43099,03-01-2018,4
0,43099,02-01-2018,3
0,43099,02-01-2018,3
0,43099,05-01-2018,6
0,43099,05-01-2018,6
0,43099,05-01-2018,6
0,43099,05-01-2018,6
0,43099,01-01-2018,2
0,43099,01-01-2018,2
0,43099,01-01-2018,2
0,43099,01-01-2018,2
0,43099,01-01-2018,2
0,43099,01-01-2018,2
0,43099,04-01-2018,5
0,43099,04-01-2018,5
0,43099,05-01-2018,6
0,43099,05-01-2018,6
0,43100,09-01-2018,9
0,43100,09-01-2018,9
0,43100,09-01-2018,9
0,43100,04-01-2018,4
0,43100,04-01-2018,4
0,43100,04-01-2018,4
0,43100,04-01-2018,4
0,43100,04-01-2018,4
0,43100,05-01-2018,5
0,43101,05-01-2018,4
0,43101,05-01-2018,4
0,43101,05-01-2018,4
0,43101,05-01-2018,4
0,43101,08-01-2018,7
0,43101,08-01-2018,7
0,43101,08-01-2018,7
0,43101,04-01-2018,3
0,43101,07-01-2018,6
0,43101,07-01-2018,6
0,43101,04-01-2018,3
0,43102,05-01-2018,3
0,43102,05-01-2018,3
0,43102,05-01-2018,3
0,43102,08-01-2018,6
0,43102,04-01-2018,2
0,43102,06-01-2018,4
0,43102,06-01-2018,4
0,43102,06-01-2018,4
0,43102,06-01-2018,4
0,43102,06-01-2018,4
0,43102,05-01-2018,3
0,43102,05-01-2018,3
0,43102,05-01-2018,3
0,43102,05-01-2018,3
0,43102,05-01-2018,3
0,43102,05-01-2018,3
0,43102,05-01-2018,3
0,43102,07-01-2018,5
0,43103,08-01-2018,5
0,43103,04-01-2018,1
0,43103,04-01-2018,1
0,43103,10-01-2018,7
0,43103,10-01-2018,7
0,43103,07-01-2018,4
0,43103,07-01-2018,4
0,43103,11-01-2018,8
0,43103,11-01-2018,8
0,43103,04-01-2018,1
0,43103,04-01-2018,1
0,43103,04-01-2018,1
0,43103,08-01-2018,5
0,43103,08-01-2018,5
0,43103,06-01-2018,3
0,43103,06-01-2018,3
0,43103,07-01-2018,4
0,43103,08-01-2018,5
0,43103,08-01-2018,5
0,43103,06-01-2018,3
0,43103,07-01-2018,4
0,43103,07-01-2018,4
0,43104,07-01-2018,3
0,43104,08-01-2018,4
0,43104,07-01-2018,3
0,43104,07-01-2018,3
0,43104,08-01-2018,4
0,43105,10-01-2018,5
0,43105,10-01-2018,5
0,43105,10-01-2018,5
0,43105,08-01-2018,3
0,43105,11-01-2018,6
0,43105,14-01-2018,9
0,43105,14-01-2018,9
0,43105,09-01-2018,4
0,43105,09-01-2018,4
0,43105,09-01-2018,4
0,43105,09-01-2018,4
0,43105,09-01-2018,4
0,43105,07-01-2018,2
0,43105,07-01-2018,2
0,43105,07-01-2018,2
0,43105,08-01-2018,3
0,43105,08-01-2018,3
0,43105,08-01-2018,3
0,43106,11-01-2018,5
0,43106,11-01-2018,5
0,43106,13-01-2018,7
0,43106,10-01-2018,4
0,43106,10-01-2018,4
0,43106,11-01-2018,5
0,43106,10-01-2018,4
0,43106,10-01-2018,4
0,43106,10-01-2018,4
0,43106,11-01-2018,5
0,43108,11-01-2018,3
0,43109,11-01-2018,2
0,43109,12-01-2018,3
0,43109,16-01-2018,7
0,43109,12-01-2018,3
0,43109,12-01-2018,3
0,43109,17-01-2018,8
0,43110,15-01-2018,5
0,43110,15-01-2018,5
0,43110,13-01-2018,3
0,43110,13-01-2018,3
0,43110,15-01-2018,5
0,43110,15-01-2018,5
0,43110,15-01-2018,5
0,43110,15-01-2018,5
0,43111,15-01-2018,4
0,43111,12-01-2018,1
0,43111,14-01-2018,3
0,43111,17-01-2018,6
0,43111,17-01-2018,6
0,43111,17-01-2018,6
0,43111,17-01-2018,6
0,43112,20-01-2018,8
0,43113,18-01-2018,5
0,43113,22-01-2018,9
0,43113,15-01-2018,2
0,43113,15-01-2018,2
0,43113,15-01-2018,2
0,43114,19-01-2018,5
0,43114,19-01-2018,5
0,43114,19-01-2018,5
0,43114,19-01-2018,5
0,43115,20-01-2018,5
0,43115,20-01-2018,5
0,43115,17-01-2018,2
0,43115,17-01-2018,2
0,43115,17-01-2018,2
0,43115,17-01-2018,2
0,43117,21-01-2018,4
0,43117,18-01-2018,1
0,43117,18-01-2018,1
0,43117,18-01-2018,1
0,43117,22-01-2018,5
0,43117,22-01-2018,5
0,43117,22-01-2018,5
0,43118,22-01-2018,4
0,43118,22-01-2018,4
0,43118,22-01-2018,4
0,43118,22-01-2018,4
0,43119,23-01-2018,4
0,43119,26-01-2018,7
0,43119,26-01-2018,7
0,43119,26-01-2018,7
0,43119,26-01-2018,7
0,43119,26-01-2018,7
0,43119,26-01-2018,7
0,43120,22-01-2018,2
0,43120,22-01-2018,2
0,43120,22-01-2018,2
0,43120,23-01-2018,3
0,43120,23-01-2018,3
0,43120,27-01-2018,7
0,43120,27-01-2018,7
0,43120,27-01-2018,7
0,43120,27-01-2018,7
0,43120,27-01-2018,7
0,43120,27-01-2018,7
0,43120,27-01-2018,7
0,43120,30-01-2018,10
0,43121,27-01-2018,6
0,43121,27-01-2018,6
0,43121,27-01-2018,6
0,43121,27-01-2018,6
0,43121,27-01-2018,6
0,43121,27-01-2018,6
0,43122,29-01-2018,7
0,43122,29-01-2018,7
0,43122,29-01-2018,7
0,43122,29-01-2018,7
0,43122,27-01-2018,5
0,43122,25-01-2018,3
0,43122,25-01-2018,3
0,43123,27-01-2018,4
0,43123,27-01-2018,4
0,43123,26-01-2018,3
0,43123,26-01-2018,3
0,43124,27-01-2018,3
0,43124,27-01-2018,3
0,43124,27-01-2018,3
0,43124,29-01-2018,5
0,43124,29-01-2018,5
0,43124,29-01-2018,5
0,43124,29-01-2018,5
0,43124,29-01-2018,5
0,43124,29-01-2018,5
0,43124,29-01-2018,5
0,43124,29-01-2018,5
0,43124,29-01-2018,5
0,43124,29-01-2018,5
0,43125,28-01-2018,3
0,43125,29-01-2018,4
0,43125,27-01-2018,2
0,43125,27-01-2018,2
0,43125,27-01-2018,2
0,43125,29-01-2018,4
0,43125,29-01-2018,4
0,43125,29-01-2018,4
0,43125,29-01-2018,4
0,43125,29-01-2018,4
0,43125,27-01-2018,2
0,43125,27-01-2018,2
0,43125,27-01-2018,2
0,43126,29-01-2018,3
0,43126,29-01-2018,3
0,43126,29-01-2018,3
0,43126,29-01-2018,3
0,43126,29-01-2018,3
0,43126,29-01-2018,3
0,43126,29-01-2018,3
0,43126,31-01-2018,5
0,43127,30-01-2018,3
0,43127,30-01-2018,3
0,43127,31-01-2018,4
0,43127,01-02-2018,5
0,43127,01-02-2018,5
0,43127,01-02-2018,5
0,43127,01-02-2018,5
0,43127,29-01-2018,2
0,43127,29-01-2018,2
0,43128,30-01-2018,2
0,43128,30-01-2018,2
0,43128,30-01-2018,2
0,43130,01-02-2018,2
0,43130,01-02-2018,2
0,43131,08-02-2018,8
0,43131,08-02-2018,8
0,43131,03-02-2018,3
0,43131,10-02-2018,10
0,43131,04-02-2018,4
0,43131,04-02-2018,4
0,43131,04-02-2018,4
0,43132,06-02-2018,5
0,43132,06-02-2018,5
0,43132,06-02-2018,5
0,43132,08-02-2018,7
0,43132,08-02-2018,7
0,43132,05-02-2018,4
0,43132,05-02-2018,4
0,43132,05-02-2018,4
0,43132,05-02-2018,4
0,43133,05-02-2018,3
0,43134,08-02-2018,5
0,43134,08-02-2018,5
0,43134,08-02-2018,5
0,43134,08-02-2018,5
0,43134,08-02-2018,5
0,43134,08-02-2018,5
0,43134,10-02-2018,7
0,43134,10-02-2018,7
0,43134,10-02-2018,7
0,43134,10-02-2018,7
0,43134,09-02-2018,6
0,43134,09-02-2018,6
0,43134,09-02-2018,6
0,43134,10-02-2018,7
0,43136,09-02-2018,4
0,43136,13-02-2018,8
0,43136,13-02-2018,8
0,43136,13-02-2018,8
0,43137,12-02-2018,6
0,43137,12-02-2018,6
0,43137,10-02-2018,4
0,43137,10-02-2018,4
0,43137,12-02-2018,6
0,43137,12-02-2018,6
0,43137,12-02-2018,6
0,43137,12-02-2018,6
0,43138,13-02-2018,6
0,43138,13-02-2018,6
0,43138,13-02-2018,6
0,43138,13-02-2018,6
0,43138,13-02-2018,6
0,43138,14-02-2018,7
0,43138,14-02-2018,7
0,43138,14-02-2018,7
0,43138,14-02-2018,7
0,43138,11-02-2018,4
0,43138,11-02-2018,4
0,43138,11-02-2018,4
0,43138,11-02-2018,4
0,43138,11-02-2018,4
0,43138,13-02-2018,6
0,43139,10-02-2018,2
0,43139,10-02-2018,2
0,43139,10-02-2018,2
0,43139,10-02-2018,2
0,43139,10-02-2018,2
0,43139,10-02-2018,2
0,43139,10-02-2018,2
0,43139,11-02-2018,3
0,43139,11-02-2018,3
0,43139,11-02-2018,3
0,43139,13-02-2018,5
0,43139,13-02-2018,5
0,43140,14-02-2018,5
0,43141,15-02-2018,5
0,43141,15-02-2018,5
0,43141,15-02-2018,5
0,43141,15-02-2018,5
0,43143,18-02-2018,6
0,43143,18-02-2018,6
0,43143,18-02-2018,6
0,43143,18-02-2018,6
0,43143,18-02-2018,6
0,43143,19-02-2018,7
0,43143,19-02-2018,7
0,43143,19-02-2018,7
0,43144,17-02-2018,4
0,43144,17-02-2018,4
0,43144,17-02-2018,4
0,43144,17-02-2018,4
0,43144,17-02-2018,4
0,43144,17-02-2018,4
0,43144,19-02-2018,6
0,43144,19-02-2018,6
0,43145,18-02-2018,4
0,43145,18-02-2018,4
0,43145,18-02-2018,4
0,43145,16-02-2018,2
0,43145,16-02-2018,2
0,43145,16-02-2018,2
0,43145,16-02-2018,2
0,43145,17-02-2018,3
0,43145,17-02-2018,3
0,43145,19-02-2018,5
0,43145,19-02-2018,5
0,43146,20-02-2018,5
0,43146,20-02-2018,5
0,43146,21-02-2018,6
0,43146,19-02-2018,4
0,43146,20-02-2018,5
0,43147,19-02-2018,3
0,43147,20-02-2018,4
0,43147,20-02-2018,4
0,43147,20-02-2018,4
0,43147,20-02-2018,4
0,43147,20-02-2018,4
0,43148,21-02-2018,4
0,43148,22-02-2018,5
0,43148,22-02-2018,5
0,43148,22-02-2018,5
0,43148,22-02-2018,5
0,43148,22-02-2018,5
0,43148,21-02-2018,4
0,43148,21-02-2018,4
0,43148,23-02-2018,6
0,43148,22-02-2018,5
0,43148,22-02-2018,5
0,43148,22-02-2018,5
0,43148,22-02-2018,5
0,43148,21-02-2018,4
0,43148,21-02-2018,4
0,43148,21-02-2018,4
0,43148,19-02-2018,2
0,43148,27-02-2018,10
0,43148,27-02-2018,10
0,43148,23-02-2018,6
0,43148,23-02-2018,6
0,43148,23-02-2018,6
0,43148,21-02-2018,4
0,43148,21-02-2018,4
0,43148,21-02-2018,4
0,43148,21-02-2018,4
0,43148,21-02-2018,4
0,43148,24-02-2018,7
0,43148,20-02-2018,3
0,43148,20-02-2018,3
0,43148,20-02-2018,3
0,43148,23-02-2018,6
0,43148,23-02-2018,6
0,43148,27-02-2018,10
0,43148,27-02-2018,10
0,43148,27-02-2018,10
0,43148,27-02-2018,10
0,43148,18-02-2018,1
0,43148,18-02-2018,1
0,43150,21-02-2018,2
0,43150,21-02-2018,2
0,43150,25-02-2018,6
0,43150,25-02-2018,6
0,43150,25-02-2018,6
0,43150,24-02-2018,5
0,43150,24-02-2018,5
0,43150,24-02-2018,5
0,43150,24-02-2018,5
0,43150,24-02-2018,5
0,43150,24-02-2018,5
0,43150,24-02-2018,5
0,43150,24-02-2018,5
0,43151,27-02-2018,7
0,43151,27-02-2018,7
0,43151,27-02-2018,7
0,43151,28-02-2018,8
0,43152,24-02-2018,3
0,43152,24-02-2018,3
0,43152,24-02-2018,3
0,43152,24-02-2018,3
0,43152,03-03-2018,10
0,43152,03-03-2018,10
0,43152,03-03-2018,10
0,43152,24-02-2018,3
0,43152,26-02-2018,5
0,43152,26-02-2018,5
0,43152,26-02-2018,5
0,43152,24-02-2018,3
0,43152,24-02-2018,3
0,43152,24-02-2018,3
0,43152,24-02-2018,3
0,43152,24-02-2018,3
0,43152,24-02-2018,3
0,43152,24-02-2018,3
0,43152,02-03-2018,9
0,43153,24-02-2018,2
0,43153,24-02-2018,2
0,43153,26-02-2018,4
0,43153,26-02-2018,4
0,43153,26-02-2018,4
0,43153,25-02-2018,3
0,43153,25-02-2018,3
0,43153,25-02-2018,3
0,43153,25-02-2018,3
0,43153,25-02-2018,3
0,43153,28-02-2018,6
0,43153,25-02-2018,3
0,43153,25-02-2018,3
0,43154,26-02-2018,3
0,43154,26-02-2018,3
0,43154,01-03-2018,6
0,43154,01-03-2018,6
0,43154,01-03-2018,6
0,43154,24-02-2018,1
0,43154,24-02-2018,1
0,43154,24-02-2018,1
0,43154,06-03-2018,11
0,43154,06-03-2018,11
0,43154,06-03-2018,11
0,43154,06-03-2018,11
0,43154,04-03-2018,9
0,43154,04-03-2018,9
0,43154,04-03-2018,9
0,43154,04-03-2018,9
0,43155,27-02-2018,3
0,43155,27-02-2018,3
0,43155,27-02-2018,3
0,43155,27-02-2018,3
0,43155,27-02-2018,3
0,43155,27-02-2018,3
0,43155,28-02-2018,4
0,43155,28-02-2018,4
0,43155,28-02-2018,4
0,43155,01-03-2018,5
0,43155,01-03-2018,5
0,43155,01-03-2018,5
0,43155,01-03-2018,5
0,43155,01-03-2018,5
0,43155,01-03-2018,5
0,43155,01-03-2018,5
0,43155,27-02-2018,3
0,43155,28-02-2018,4
0,43155,27-02-2018,3
0,43155,27-02-2018,3
0,43155,27-02-2018,3
0,43155,27-02-2018,3
0,43155,28-02-2018,4
0,43155,28-02-2018,4
0,43155,28-02-2018,4
0,43155,28-02-2018,4
0,43157,04-03-2018,6
0,43157,04-03-2018,6
0,43157,03-03-2018,5
0,43157,03-03-2018,5
0,43157,03-03-2018,5
0,43157,02-03-2018,4
0,43157,02-03-2018,4
0,43157,02-03-2018,4
0,43157,02-03-2018,4
0,43158,03-03-2018,4
0,43158,03-03-2018,4
0,43158,03-03-2018,4
0,43158,06-03-2018,7
0,43158,06-03-2018,7
0,43159,05-03-2018,5
0,43159,05-03-2018,5
0,43159,05-03-2018,5
0,43160,08-03-2018,7
0,43160,08-03-2018,7
0,43160,08-03-2018,7
0,43160,04-03-2018,3
0,43160,04-03-2018,3
0,43160,07-03-2018,6
0,43160,07-03-2018,6
0,43160,07-03-2018,6
0,43161,09-03-2018,7
0,43161,09-03-2018,7
0,43161,09-03-2018,7
0,43161,09-03-2018,7
0,43161,09-03-2018,7
0,43161,08-03-2018,6
0,43161,08-03-2018,6
0,43161,05-03-2018,3
0,43161,05-03-2018,3
0,43162,12-03-2018,9
0,43162,04-03-2018,1
0,43162,04-03-2018,1
0,43162,04-03-2018,1
0,43162,04-03-2018,1
0,43162,04-03-2018,1
0,43162,07-03-2018,4
0,43162,07-03-2018,4
0,43164,08-03-2018,3
0,43165,08-03-2018,2
0,43166,12-03-2018,5
0,43166,09-03-2018,2
0,43166,09-03-2018,2
0,43166,13-03-2018,6
0,43166,13-03-2018,6
0,43166,13-03-2018,6
0,43166,13-03-2018,6
0,43167,10-03-2018,2
0,43167,12-03-2018,4
0,43167,12-03-2018,4
0,43167,13-03-2018,5
0,43167,13-03-2018,5
0,43168,16-03-2018,7
0,43168,16-03-2018,7
0,43168,14-03-2018,5
0,43168,14-03-2018,5
0,43168,12-03-2018,3
0,43168,12-03-2018,3
0,43168,12-03-2018,3
0,43168,12-03-2018,3
0,43168,12-03-2018,3
0,43168,12-03-2018,3
0,43168,12-03-2018,3
0,43169,14-03-2018,4
0,43169,14-03-2018,4
0,43169,14-03-2018,4
0,43169,14-03-2018,4
0,43169,13-03-2018,3
0,43169,13-03-2018,3
0,43169,13-03-2018,3
0,43171,18-03-2018,6
0,43171,18-03-2018,6
0,43171,18-03-2018,6
0,43171,18-03-2018,6
0,43171,18-03-2018,6
0,43171,18-03-2018,6
0,43171,18-03-2018,6
0,43171,16-03-2018,4
0,43172,15-03-2018,2
0,43172,15-03-2018,2
0,43172,15-03-2018,2
0,43172,15-03-2018,2
0,43172,15-03-2018,2
0,43172,15-03-2018,2
0,43172,20-03-2018,7
0,43173,18-03-2018,4
0,43173,18-03-2018,4
0,43173,17-03-2018,3
0,43173,15-03-2018,1
0,43173,15-03-2018,1
0,43174,19-03-2018,4
0,43174,19-03-2018,4
0,43174,19-03-2018,4
0,43174,19-03-2018,4
0,43174,18-03-2018,3
0,43174,21-03-2018,6
0,43174,21-03-2018,6
0,43174,21-03-2018,6
0,43174,21-03-2018,6
0,43174,21-03-2018,6
0,43174,21-03-2018,6
0,43174,21-03-2018,6
0,43175,19-03-2018,3
0,43175,19-03-2018,3
0,43215,30-04-2018,5
0,43216,01-05-2018,5
0,43216,01-05-2018,5
0,43217,02-05-2018,5
0,43217,02-05-2018,5
0,43218,01-05-2018,3
0,43218,01-05-2018,3
0,43218,01-05-2018,3
0,43218,03-05-2018,5
0,43218,03-05-2018,5
0,43218,03-05-2018,5
0,43220,08-05-2018,8
0,43220,12-05-2018,12
0,43220,12-05-2018,12
0,43220,12-05-2018,12
0,43221,04-05-2018,3
0,43222,08-05-2018,6
0,43222,08-05-2018,6
0,43222,12-05-2018,10
0,43222,06-05-2018,4
0,43222,06-05-2018,4
0,43222,06-05-2018,4
0,43222,05-05-2018,3
0,43222,05-05-2018,3
0,43222,07-05-2018,5
0,43222,07-05-2018,5
0,43222,07-05-2018,5
0,43222,07-05-2018,5
0,43223,07-05-2018,4
0,43223,07-05-2018,4
0,43223,09-05-2018,6
0,43223,08-05-2018,5
0,43223,08-05-2018,5
0,43223,08-05-2018,5
0,43223,08-05-2018,5
0,43223,08-05-2018,5
0,43223,08-05-2018,5
0,43223,08-05-2018,5
0,43223,05-05-2018,2
0,43223,05-05-2018,2
0,43224,09-05-2018,5
0,43224,07-05-2018,3
0,43224,10-05-2018,6
0,43224,10-05-2018,6
0,43224,10-05-2018,6
0,43224,10-05-2018,6
0,43224,10-05-2018,6
0,43224,10-05-2018,6
0,43224,10-05-2018,6
0,43225,07-05-2018,2
0,43225,10-05-2018,5
0,43225,10-05-2018,5
0,43225,09-05-2018,4
0,43225,10-05-2018,5
0,43225,08-05-2018,3
0,43226,12-05-2018,6
0,43226,12-05-2018,6
0,43227,10-05-2018,3
0,43227,10-05-2018,3
0,43227,10-05-2018,3
0,43227,13-05-2018,6
0,43227,13-05-2018,6
0,43228,12-05-2018,4
0,43228,12-05-2018,4
0,43228,12-05-2018,4
0,43228,12-05-2018,4
0,43228,12-05-2018,4
0,43228,12-05-2018,4
0,43229,15-05-2018,6
0,43230,12-05-2018,2
0,43230,12-05-2018,2
0,43230,12-05-2018,2
0,43230,12-05-2018,2
0,43230,14-05-2018,4
0,43230,14-05-2018,4
0,43230,14-05-2018,4
0,43230,15-05-2018,5
0,43230,16-05-2018,6
0,43230,16-05-2018,6
0,43230,16-05-2018,6
0,43230,16-05-2018,6
0,43231,17-05-2018,6
0,43231,17-05-2018,6
0,43232,15-05-2018,3
0,43232,15-05-2018,3
0,43232,14-05-2018,2
0,43232,14-05-2018,2
